ID,Nama Pekerjaan,Bidang Pekerjaan,Deskripsi Diri
706,Soundman - Daily Worker,Media,"Mengatur dan mengoperasikan peralatan audio seperti mixer, mikrofon, dan speaker untuk menciptakan kualitas suara yang optimal sesuai kebutuhan acara."
707,Soundman - Daily Worker,Media,"Memastikan kelancaran teknis suara selama acara, termasuk melakukan penyesuaian yang diperlukan, mengatasi masalah teknis, dan memonitor kualitas suara."
708,Soundman - Daily Worker,Media,"Merawat peralatan audio dengan baik, melakukan pengecekan, perawatan rutin, dan memastikan semua peralatan dalam kondisi yang siap pakai untuk setiap keperluan produksi."
709,Technician - Daily Worker,Teknisi,"Melakukan perbaikan atau pemeliharaan peralatan teknis seperti mesin, peralatan listrik, atau perangkat lainnya sesuai instruksi atau permintaan."
710,Technician - Daily Worker,Teknisi,"Menginstalasi atau memasang peralatan baru, memastikan kelancaran fungsionalitasnya, serta melakukan pengujian untuk memastikan kinerjanya sesuai standar."
711,Technician - Daily Worker,Teknisi,"Memberikan dukungan teknis saat diperlukan, menangani masalah atau kerusakan peralatan, serta merawat peralatan secara berkala untuk menjaga fungsionalitasnya."
712,Bell Driver (DW),Pelayanan,Mengangkut bagasi atau barang bawaan tamu dari tempat parkir ke area kamar hotel atau sebaliknya dengan ramah dan efisien.
713,Bell Driver (DW),Pelayanan,Memberikan layanan penjemputan atau pengantaran tamu ke tempat parkir atau area pemberhentian transportasi dengan keramahan dan kehati-hatian.
714,Bell Driver (DW),Pelayanan,"Menyediakan bantuan kepada tamu dalam mengatur bagasi mereka, memberikan informasi dasar tentang fasilitas hotel, dan memberikan layanan yang membantu selama kedatangan atau keberangkatan tamu."
715,Cashier Event,Administratif,"Melakukan transaksi penjualan tiket atau barang dengan efisien dan akurat selama berlangsungnya acara, serta menerima pembayaran dari pengunjung."
716,Cashier Event,Administratif,"Menangani kas dan menjaga ketersediaan uang tunai yang cukup selama acara, memastikan kelancaran transaksi keuangan."
717,Cashier Event,Administratif,"Memberikan pelayanan yang ramah kepada pengunjung, menjawab pertanyaan mereka tentang harga, produk, atau tiket acara, serta memberikan resi atau bukti transaksi dengan akurat."
718,Bellman (DW),Pelayanan,"Membantu tamu dengan barang-barang mereka, membawa bagasi, dan memberikan informasi tentang fasilitas hotel atau area sekitarnya dengan ramah."
719,Bellman (DW),Pelayanan,"Memberikan bantuan dalam hal penjemputan atau pengantaran tamu dari dan ke kendaraan mereka, memberikan arahan atau informasi umum tentang transportasi."
720,Bellman (DW),Pelayanan,"Memberikan layanan yang membantu dan profesional kepada tamu, memberikan penjelasan tentang fasilitas hotel, dan membantu dalam menjaga kepuasan tamu selama mereka menginap."
721,Co-Host Live Streamer,Media,"Berkolaborasi dengan host utama untuk menyajikan konten yang menarik dan interaktif, berpartisipasi dalam percakapan, dan memastikan alur siaran tetap menarik."
722,Co-Host Live Streamer,Media,"Mengelola interaksi dengan penonton, menjawab pertanyaan, membaca komentar, dan mengarahkan percakapan agar tetap positif dan terlibat dengan audiens."
723,Co-Host Live Streamer,Media,"Memberikan kontribusi yang kreatif dalam penyampaian konten, menyampaikan ide, dan menghadirkan konten tambahan yang dapat meningkatkan pengalaman menonton."
724,Perawat hewan peliharaan,Pelayanan,"Pemeriksaan kesehatan dan perawatan harian hewan peliharaan, termasuk memberikan makanan, minuman, perawatan kebersihan, dan pemberian obat-obatan yang diperlukan."
725,Perawat hewan peliharaan,Pelayanan,"Memantau kondisi kesehatan hewan, mendeteksi perubahan perilaku atau masalah kesehatan, serta memberikan perawatan yang sesuai atau merujuk ke dokter hewan jika diperlukan."
726,Perawat hewan peliharaan,Pelayanan,"Memberikan nasihat kepada pemilik hewan tentang perawatan yang tepat, diet, latihan fisik, serta memberikan dukungan emosional bagi hewan peliharaan yang sedang sakit atau dalam pemulihan."
727,Host Live Freelance,Media,"Memimpin acara langsung dengan keahlian presentasi, menjaga alur siaran agar menarik, interaktif, dan menghibur bagi penonton."
728,Host Live Freelance,Media,"Berinteraksi dengan penonton secara langsung, merespons pertanyaan, komentar, atau permintaan, serta membangun ikatan dengan audiens."
729,Host Live Freelance,Media,"Mengembangkan konten yang menarik, menghadirkan ide kreatif, dan menciptakan pengalaman menonton yang unik dan menghibur bagi pemirsa."
730,Checker Gudang,Logistik,"Memeriksa barang yang masuk ke gudang pabrik atau kantor, memastikan kesesuaian jumlah, kualitas, dan spesifikasi dengan dokumen yang ada serta mengkoordinasikan penerimaan barang dengan departemen terkait."
731,Checker Gudang,Logistik,"Mencatat informasi terkait stok barang, melakukan pencatatan yang akurat mengenai penerimaan, pengeluaran, dan jumlah stok yang tersedia, serta melakukan pemantauan terhadap pergerakan barang."
732,Checker Gudang,Logistik,"Memeriksa dan mempersiapkan barang yang akan dikirim keluar, memastikan kelengkapan pesanan, mengontrol proses pengiriman, dan melakukan pelaporan terkait ketersediaan stok atau kebutuhan restock kepada pihak terkait."
733,Guru Pivate English,Pendidikan,"Menyesuaikan metode pengajaran dengan gaya belajar individu siswa, fokus pada kemampuan mendengarkan, berbicara, membaca, dan menulis dalam bahasa Inggris."
734,Guru Pivate English,Pendidikan,"Memberikan bahan ajar yang relevan dengan kebutuhan siswa, membantu mereka memahami tata bahasa, meningkatkan kosa kata, dan meningkatkan kepercayaan diri dalam berkomunikasi."
735,Guru Pivate English,Pendidikan,"Membuat penilaian berkala terhadap kemajuan siswa, memberikan umpan balik yang konstruktif, serta merancang program pembelajaran yang dapat membantu mencapai tujuan belajar siswa dalam bahasa Inggris."
736,Offline & Online Event Support,Pelayanan,"Mendukung persiapan dan pelaksanaan acara, baik secara fisik di lokasi maupun melalui platform online, termasuk pengaturan ruang, teknis, dan administrasi yang diperlukan."
737,Offline & Online Event Support,Pelayanan,"Menyediakan dukungan teknis untuk platform online yang digunakan dalam acara, memastikan kelancaran siaran, interaksi dengan audiens, dan memecahkan masalah teknis yang mungkin terjadi."
738,Offline & Online Event Support,Pelayanan,"Membantu dalam manajemen acara secara keseluruhan, mulai dari persiapan pra-acara, koordinasi selama acara berlangsung, hingga evaluasi pasca-acara baik untuk acara offline maupun online."
739,Packing Daily Worker,Logistik,"Mengemas barang sesuai dengan standar yang ditetapkan, memastikan kesesuaian antara jumlah, kualitas, dan jenis barang dengan pesanan yang diterima."
740,Packing Daily Worker,Logistik,"Melakukan pengecekan terhadap kelayakan barang sebelum dikemas, serta mempersiapkan barang untuk pengiriman dengan pengemasan yang aman dan sesuai standar."
741,Packing Daily Worker,Logistik,"Memastikan ketersediaan bahan kemasan dan alat-alat yang diperlukan untuk proses packing, serta melaporkan setiap masalah atau kebutuhan kepada atasan sesuai kebijakan yang berlaku."
742,Kuli Kernet Serabutan,Logistik,"Menyediakan dukungan logistik dengan kemampuan beragam, termasuk pengaturan barang, pengiriman, pengemasan, dan bahkan tugas administratif yang terkait dengan logistik."
743,Kuli Kernet Serabutan,Logistik,"Mampu beradaptasi dalam berbagai situasi, baik itu membantu dalam distribusi barang, mengatur perjalanan pengiriman, atau bahkan membantu dalam proses administrasi terkait logistik."
744,Kuli Kernet Serabutan,Logistik,"Terbiasa bekerja dengan berbagai jenis barang atau dalam berbagai lingkungan logistik, seperti gudang, transportasi, atau fasilitas penyimpanan."
745,Daily Worker Sorter Harian,Logistik,"Melakukan sortir barang sesuai dengan kategori, jenis, atau spesifikasi yang ditentukan dengan teliti dan cermat."
746,Daily Worker Sorter Harian,Logistik,"Menjalankan tugas sortir barang dengan efisiensi, memastikan keakuratan dalam penempatan barang sesuai dengan sistem atau prosedur yang telah ditetapkan."
747,Daily Worker Sorter Harian,Logistik,"Mampu bekerja dengan target harian dalam menyelesaikan proses sortir, menjaga kualitas dan kecepatan dalam penataan barang sesuai dengan standar yang ditetapkan."
748,Pengajar Harian SMP & SMA,Pendidikan,"Menyampaikan materi pelajaran dengan jelas dan menarik, sesuai dengan kurikulum yang berlaku di tingkat SMP dan SMA."
749,Pengajar Harian SMP & SMA,Pendidikan,"Membuat rencana pembelajaran yang efektif, termasuk menyiapkan bahan ajar, tugas, dan ujian, serta mengevaluasi kemajuan siswa secara berkala."
750,Pengajar Harian SMP & SMA,Pendidikan,"Memberikan bimbingan dan dukungan kepada siswa, menjawab pertanyaan mereka, serta membantu mempersiapkan ujian dan ujian lainnya sesuai kebutuhan."
751,Pengajar Piano,Pendidikan,"Mengajarkan keterampilan dasar seperti teori musik, teknik bermain piano, membaca not balok, dan melatih telinga dalam memahami melodi."
752,Pengajar Piano,Pendidikan,"Merencanakan dan menyusun program pembelajaran yang sesuai dengan tingkat kemampuan masing-masing murid, serta memilih repertoar yang cocok dengan minat dan perkembangan mereka."
753,Pengajar Piano,Pendidikan,"Memberikan umpan balik konstruktif kepada murid, mengidentifikasi area yang perlu diperbaiki, dan memberikan motivasi agar murid terus berkembang dalam bermain piano."
754,Pengajar Keyboard,Pendidikan,"Menyesuaikan pembelajaran sesuai dengan kebutuhan dan minat murid, memilih repertoar yang sesuai dan memberikan pendekatan yang personal dalam membimbing kemajuan mereka."
755,Pengajar Keyboard,Pendidikan,"Mengajar teknik dasar bermain keyboard, termasuk keterampilan dalam memainkan melodi, chord, teknik tangan, dan penggunaan berbagai suara atau setting yang tersedia pada keyboard."
756,Pengajar Keyboard,Pendidikan,"Memberikan pemahaman tentang teori musik yang mendasar, membantu dalam memahami notasi musik, ritme, serta membangun kemampuan auditif dalam bermain keyboard."
757,Pengajar Vokal,Pendidikan,"Mengajar teknik-teknik vokal dasar seperti pemanasan vokal, postur tubuh yang benar, kontrol napas, dan pengaturan nada."
758,Pengajar Vokal,Pendidikan,"Mengembangkan keterampilan interpretasi, emosi, dan ekspresi dalam menyanyikan lagu-lagu dengan berbagai gaya dan genre musik yang diinginkan oleh murid."
759,Pengajar Vokal,Pendidikan,"Memberikan umpan balik konstruktif tentang perbaikan yang diperlukan, membantu murid untuk mengatasi kendala dalam teknik vokal, serta merencanakan program pembelajaran yang sesuai dengan tujuan vokal mereka."
760,Pengajar Gitar,Pendidikan,"Mengajarkan teknik-teknik dasar bermain gitar, termasuk memegang senar, membaca chord, picking, strumming, dan penggunaan berbagai teknik bermain."
761,Pengajar Gitar,Pendidikan,"Menyesuaikan pembelajaran dengan tingkat kemampuan dan minat murid, memilih repertoar yang menarik dan sesuai untuk dikembangkan, serta membimbing dalam memainkan lagu-lagu yang diinginkan oleh murid."
762,Pengajar Gitar,Pendidikan,"Memberikan pemahaman dasar tentang teori musik, membantu dalam memahami struktur lagu, ritme, not balok sederhana, serta memberikan keterampilan auditif dalam bermain gitar."
763,Pengajar Drum,Pendidikan,"Mengajarkan teknik-teknik dasar memainkan drum, termasuk koordinasi tangan dan kaki, ritme, dan pola dasar pada set drum."
764,Pengajar Drum,Pendidikan,"Membimbing murid dalam memahami notasi drum, membaca not balok sederhana, dan memahami dasar-dasar teori musik yang berkaitan dengan instrumen drum."
765,Pengajar Drum,Pendidikan,"Merencanakan pembelajaran yang sesuai dengan kebutuhan dan kemampuan murid, memilih repertoar yang sesuai dengan minat mereka, serta memberikan bimbingan dalam memainkan lagu-lagu dengan gaya dan teknik berbeda."
766,Pengajar Renang,Pendidikan,"Memberikan instruksi tentang teknik-teknik dasar berenang seperti gerakan kaki, tangan, pernapasan, dan koordinasi tubuh dalam air."
767,Pengajar Renang,Pendidikan,"Membantu murid dalam meningkatkan kemampuan berenang, baik untuk pemula maupun yang sudah memiliki pengetahuan dasar, dengan menyesuaikan pembelajaran sesuai dengan tingkat kemampuan individu."
768,Pengajar Renang,Pendidikan,"Mengawasi dan memberikan umpan balik kepada murid tentang teknik yang perlu diperbaiki, memberikan bimbingan dalam pengembangan kemampuan berenang, dan memberikan nasihat tentang keselamatan di air."
769,Guru Private Mengaji,Pendidikan,"Mengajarkan tajwid (pengetahuan tentang cara membaca Al-Qur'an dengan benar), hafalan surat-surat pendek atau panjang, serta memperbaiki pelafalan dan pengucapan."
770,Guru Private Mengaji,Pendidikan,"Memberikan pemahaman akan makna dan tafsir dari ayat-ayat Al-Qur'an yang diajarkan, serta memberikan pemahaman tentang ajaran-ajaran agama Islam."
771,Guru Private Mengaji,Pendidikan,"Menyesuaikan metode pengajaran dengan kebutuhan dan kemampuan murid, serta memberikan motivasi dan dukungan agar mereka dapat meningkatkan pemahaman dan keterampilan mereka dalam mengaji."
772,Driver Truk Harian,Logistik,"Mengoperasikan truk secara aman dan bertanggung jawab sesuai dengan peraturan lalu lintas yang berlaku, serta memastikan barang yang diangkut tiba dengan selamat dan tepat waktu."
773,Driver Truk Harian,Logistik,"Memastikan truk dalam kondisi yang baik dengan melakukan pemeriksaan rutin sebelum dan setelah perjalanan, serta melaporkan masalah teknis yang terjadi."
774,Driver Truk Harian,Logistik,"Merencanakan rute perjalanan yang efisien, berkoordinasi dengan tim logistik untuk pengiriman barang, dan memastikan kelancaran proses pengiriman sesuai dengan jadwal yang ditentukan."
775,Kenek Driver Harian,Logistik,"Membantu dalam proses pengangkutan barang, seperti memuat dan membongkar muatan, memastikan keamanan barang, dan menjaga agar muatan tetap stabil selama perjalanan."
776,Kenek Driver Harian,Logistik,"Mendukung supir dalam melakukan pemeriksaan terhadap kendaraan sebelum dan sesudah perjalanan, serta membantu dalam memastikan kondisi kendaraan dalam keadaan baik."
777,Kenek Driver Harian,Logistik,"Melakukan tugas-tugas tambahan sesuai kebutuhan, seperti membantu navigasi, mendukung dalam komunikasi dengan pihak-pihak terkait, dan memberikan bantuan umum kepada supir selama perjalanan."
778,Penjaga Stand Harian,Pelayanan,"Memastikan keamanan dan kebersihan stand atau area penjualan, serta menjaga agar produk tetap teratur dan menarik bagi pelanggan."
779,Penjaga Stand Harian,Pelayanan,"Memberikan informasi kepada pelanggan tentang produk atau layanan yang ditawarkan, memberikan bantuan dalam menjawab pertanyaan, dan membantu dalam proses penjualan jika diperlukan."
780,Penjaga Stand Harian,Pelayanan,"Melakukan tugas-tugas administratif seperti pencatatan penjualan harian, mempersiapkan stok, serta melaporkan kondisi stand kepada manajemen jika ada masalah atau kebutuhan tambahan."
781,Tenaga Bongkat Muat,Logistik,"Mengangkat, memindahkan, dan menata barang secara aman dan efisien ke dalam kendaraan atau gudang dengan memperhatikan petunjuk penataan yang tepat."
782,Tenaga Bongkat Muat,Logistik,Menurunkan barang dari kendaraan atau mengeluarkannya dari gudang dengan hati-hati untuk mencegah kerusakan barang.
783,Tenaga Bongkat Muat,Logistik,Memastikan keselamatan diri sendiri dan barang yang diangkut dengan mengikuti prosedur keselamatan yang telah ditetapkan.
784,Buruh Panen Pertanian,Pertanian,"Memetik hasil pertanian seperti padi, jagung, atau sayur-sayuran sesuai dengan standar kualitas yang ditetapkan."
785,Buruh Panen Pertanian,Pertanian,"Memilah hasil panen yang telah dipetik, memilih yang layak untuk dijual atau dikirim ke pasar, dan melakukan pengemasan yang sesuai untuk pengiriman."
786,Buruh Tanam Pertanian,Pertanian,"Mempersiapkan lahan untuk penanaman, termasuk membersihkan, membajak, dan meratakan tanah sesuai dengan kebutuhan tanaman."
787,Buruh Tanam Pertanian,Pertanian,"Melakukan penanaman bibit atau benih tanaman dengan cara yang sesuai dan tepat, memastikan jarak tanam yang optimal, serta melakukan tindakan awal perawatan."
